v,vw,o,c,h,l,t,n
55099091.0,151.6799,152.265,151.6,153.085,150.8,1658808000000,472001
78620688.0,155.2412,152.58,156.79,157.33,152.16,1658894400000,579181
81378731.0,157.4654,156.98,157.35,157.64,154.41,1658980800000,738631
101763760.0,162.249,161.24,162.51,163.63,159.5,1659067200000,773742
67778379.0,162.1045,161.01,161.51,163.59,160.89,1659326400000,594290
59907025.0,160.6921,160.1,160.01,162.41,159.63,1659412800000,543549
82507488.0,164.9105,160.84,166.13,166.59,160.75,1659499200000,682781
55474144.0,165.5946,166.005,165.81,167.19,164.43,1659585600000,525012
56696985.0,164.7432,163.21,165.35,165.85,163.0,1659672000000,491310
60362338.0,165.8939,166.37,164.87,167.81,164.2,1659931200000,540017
63075503.0,164.8395,164.02,164.92,165.82,163.25,1660017600000,480552
70170540.0,168.3496,167.68,169.24,169.34,166.9,1660104000000,559789
57142109.0,169.3737,170.06,168.49,170.99,168.19,1660190400000,507914
68039382.0,171.0754,169.82,172.1,172.17,169.4,1660276800000,557624
54091694.0,172.6254,171.52,173.19,173.39,171.345,1660536000000,501625
56377050.0,172.7427,172.78,173.03,173.71,171.6618,1660622400000,515134
79542037.0,174.3135,172.77,174.55,176.15,172.57,1660708800000,686577
62290075.0,174.1366,173.75,174.15,174.9,173.12,1660795200000,545655
70336995.0,172.2302,173.03,171.52,173.74,171.3101,1660881600000,573126
68975809.0,168.2677,169.69,167.57,169.86,167.135,1661140800000,620800
54147079.0,167.6231,167.08,167.23,168.71,166.65,1661227200000,494686
53841524.0,167.3144,167.32,167.53,168.11,166.245,1661313600000,476970
51218209.0,169.3503,168.78,170.03,170.14,168.35,1661400000000,465398
78960980.0,165.9997,170.57,163.62,171.05,163.56,1661486400000,722008
73313953.0,161.5291,161.145,161.38,162.9,159.82,1661745600000,640593
77906197.0,159.2926,162.13,158.91,162.56,157.72,1661832000000,644671
87991091.0,158.3972,160.305,157.22,160.58,157.14,1661918400000,606827
74229896.0,156.5232,156.64,157.96,158.42,154.67,1662004800000,654667
