v,vw,o,c,h,l,t,n
42711682.0,146.8346,146.98,147.03,147.5999,145.53,1701147600000,383221
40610907.0,146.8633,147.85,146.32,148.54,145.97,1701234000000,358306
65814022.0,145.7585,144.76,146.09,146.93,144.332,1701320400000,460829
39949248.0,146.6909,146.0,147.03,147.245,145.55,1701406800000,361361
48294244.0,144.4521,145.25,144.84,145.35,142.81,1701666000000,462624
46822411.0,146.6481,143.55,146.88,148.57,143.13,1701752400000,446158
39678960.0,145.5034,147.58,144.52,147.85,144.28,1701838800000,365815
52334830.0,146.7179,146.15,146.88,147.92,145.34,1701925200000,382096
41905965.0,146.9405,145.48,147.42,147.84,145.4,1702011600000,343829
50899808.0,145.3002,145.66,145.89,146.19,143.64,1702270800000,435149
44944264.0,146.7466,145.52,147.48,147.5,145.3,1702357200000,338593
52766196.0,148.2608,148.12,148.84,149.46,146.82,1702443600000,438472
58400848.0,147.8687,149.93,147.42,150.54,145.52,1702530000000,532121
110072142.0,149.535,148.38,149.97,150.57,147.88,1702616400000,492772
62512828.0,153.4071,150.56,154.07,154.855,150.05,1702875600000,511128
43171292.0,153.7217,154.4,153.79,155.12,152.69,1702962000000,384137
50322106.0,153.6876,152.9,152.12,155.63,151.56,1703048400000,461445
36305733.0,153.1091,153.3,153.84,153.97,152.1,1703134800000,350098
29514093.0,153.5444,153.77,153.42,154.35,152.71,1703221200000,310942
25067222.0,153.4082,153.56,153.41,153.975,153.03,1703566800000,282620
31344733.0,153.643,153.56,153.34,154.78,153.12,1703653200000,311462
27057002.0,153.5269,153.72,153.38,154.08,152.95,1703739600000,301925
39728704.0,152.3277,153.1,151.94,153.89,151.03,1703826000000,353439
