v,vw,o,c,h,l,t,n
31530948.0,246.6039,249.77,245.38,251.4,244.02,1663214400000,437477
39758168.0,243.9454,244.26,244.74,245.3,242.0627,1663300800000,363897
26826931.0,243.2548,242.465,244.52,245.14,240.85,1663560000000,327277
26660299.0,241.8909,242.065,242.45,243.51,239.64,1663646400000,322476
28625557.0,242.6906,244.27,238.95,247.66,238.9,1663732800000,356095
31058162.0,240.7113,237.8704,240.98,243.86,237.57,1663819200000,368591
34126048.0,238.2822,239.54,237.92,241.13,235.2,1663905600000,402915
27435190.0,238.5748,237.045,237.45,241.45,236.9,1664164800000,298277
27018732.0,237.0677,239.98,236.41,241.8,234.5,1664251200000,313534
28969679.0,239.2601,236.81,241.07,242.33,234.73,1664337600000,321343
27467433.0,236.4609,238.89,237.5,239.95,234.41,1664424000000,324999
35692780.0,235.717,238.29,232.9,240.54,232.73,1664510400000,349460
28855357.0,238.9979,235.41,240.74,241.61,234.66,1664769600000,310569
34888416.0,248.3777,245.09,248.88,250.36,244.975,1664856000000,363475
20316136.0,247.5403,245.99,249.2,250.58,244.1,1664942400000,240366
20239886.0,247.8246,247.93,246.79,250.34,246.08,1665028800000,248352
37737102.0,235.5773,240.902,234.24,241.32,233.17,1665115200000,434172
29743608.0,229.7802,233.05,229.25,234.559,226.73,1665374400000,379327
30473954.0,226.3341,227.62,225.41,229.06,224.11,1665460800000,349682
21903937.0,225.9151,225.4,225.75,227.86,223.96,1665547200000,260518
42551818.0,230.3739,219.85,234.24,236.1,219.13,1665633600000,489794
30198588.0,230.805,235.54,228.56,237.24,228.34,1665720000000,342373
28142268.0,237.102,235.82,237.53,238.96,235.135,1665979200000,305966
26329591.0,239.04,243.24,238.5,243.93,235.37,1666065600000,325506
19985698.0,236.6482,237.04,236.48,239.61,234.29,1666152000000,232870
21811015.0,237.1951,235.77,236.15,241.31,234.87,1666238400000,255775
26299733.0,239.3394,234.74,242.12,243.0,234.5,1666324800000,290614
24781432.0,245.3763,243.76,247.25,247.84,241.295,1666584000000,321981
34775505.0,247.9143,247.26,250.66,251.04,245.83,1666670400000,431898
82684846.0,233.5731,231.17,231.32,238.3,230.06,1666756800000,979052
40424645.0,227.6391,231.04,226.75,233.69,225.78,1666843200000,502651
40647724.0,233.1644,226.24,235.87,236.6,226.05,1666929600000,453458
28357265.0,232.713,233.76,232.13,234.92,231.15,1667188800000,310749
30582271.0,229.2736,234.6,228.17,235.74,227.325,1667275200000,355473
38400237.0,224.7701,229.46,220.1,231.3,220.04,1667361600000,463714
36633922.0,216.6521,220.09,214.25,220.41,213.98,1667448000000,461770
36789063.0,218.3495,217.55,221.39,221.59,213.431,1667534400000,410751
33497979.0,225.8583,221.99,227.87,228.41,221.28,1667797200000,346832
28192548.0,229.2191,228.7,228.87,231.65,225.84,1667883600000,328460
27851835.0,225.9814,227.37,224.51,228.6327,224.33,1667970000000,275026
46268021.0,239.8423,235.43,242.98,243.33,235.0,1668056400000,490190
34620246.0,245.5838,242.99,247.11,247.99,241.93,1668142800000,368001
31123340.0,242.0967,241.985,241.55,243.91,239.21,1668402000000,351680
31380517.0,243.3448,245.66,241.97,247.0,240.03,1668488400000,377449
24093272.0,242.0599,242.79,241.73,243.8,240.42,1668574800000,270175
23123544.0,241.2058,237.78,241.68,243.25,237.63,1668661200000,267476
27613523.0,240.7679,243.51,241.22,243.74,239.03,1668747600000,265827
26393200.0,242.283,241.43,242.05,244.67,241.19,1669006800000,270839
19665699.0,243.6504,243.59,245.03,245.31,240.71,1669093200000,216514
19508462.0,246.8767,245.105,247.58,248.28,244.27,1669179600000,229081
9200772.0,247.6767,247.31,247.49,248.7,246.73,1669352400000,126714
24810271.0,242.5337,246.08,241.76,246.65,240.8,1669611600000,273059
17956313.0,240.2757,241.4,240.33,242.79,238.21,1669698000000,222057
47594239.0,250.4124,240.57,255.14,255.33,239.86,1669784400000,448911
26028524.0,254.3605,253.87,254.69,256.12,250.9156,1669870800000,352798
21528520.0,253.1141,249.82,255.02,256.06,249.69,1669957200000,278398
23435294.0,250.6795,252.01,250.2,253.819,248.06,1670216400000,276722
22463727.0,246.1697,250.82,245.12,251.86,243.78,1670302800000,274238
20479222.0,244.4617,244.83,244.37,246.16,242.205,1670389200000,226749
22611757.0,246.7518,244.84,247.4,248.74,243.06,1670475600000,248284
20609743.0,246.2204,244.695,245.42,248.31,244.16,1670562000000,238476
30665069.0,250.9043,247.445,252.51,252.54,247.17,1670821200000,325566
42192634.0,258.0996,261.69,256.92,263.915,253.07,1670907600000,486403
35376633.0,258.7836,257.13,257.22,262.588,254.31,1670994000000,458426
35568093.0,249.5733,253.72,249.01,254.2,247.34,1671080400000,380775
86101994.0,245.2971,248.55,244.69,249.84,243.51,1671166800000,388901
29696436.0,240.6751,244.86,240.45,245.21,238.71,1671426000000,333301
25115802.0,241.363,239.4,241.8,242.91,238.42,1671512400000,255790
23690607.0,244.0321,241.69,244.43,245.615,240.11,1671598800000,249789
28651664.0,237.1404,241.255,238.19,241.99,233.87,1671685200000,349537
21206982.0,237.2671,236.11,238.73,238.87,233.9428,1671771600000,258172
16688648.0,237.264,238.7,236.96,238.93,235.83,1672117200000,226696
17457104.0,236.25,236.89,234.53,239.72,234.17,1672203600000,215793
19770693.0,240.1837,235.65,241.01,241.92,235.65,1672290000000,224833
21938472.0,238.6986,238.21,239.82,239.96,236.66,1672376400000,244268
25740036.0,239.8394,243.08,239.58,245.75,237.4,1672722000000,314904
50623394.0,228.5518,232.275,229.1,232.87,225.96,1672808400000,679231
39577823.0,223.604,227.2,222.31,227.55,221.7602,1672894800000,471302
43613574.0,223.3788,223.0,224.93,225.7601,219.35,1672981200000,495762
27369784.0,228.5989,226.45,227.12,231.2366,226.41,1673240400000,363680
27033881.0,228.7878,227.755,228.85,231.31,227.33,1673326800000,334659
28633081.0,233.9843,231.29,235.77,235.95,231.11,1673413200000,340052
27269486.0,237.813,235.26,238.51,239.9,233.56,1673499600000,400489
21333265.0,237.4748,237.002,239.23,239.37,234.92,1673586000000,300118
29831257.0,239.6706,237.97,240.35,240.91,237.09,1673931600000,370168
30028692.0,237.875,241.565,235.81,242.38,235.52,1674018000000,377927
28592433.0,232.5374,233.78,231.93,235.52,230.68,1674104400000,362262
35249809.0,238.2032,234.855,240.22,240.74,234.51,1674190800000,364051
31933951.0,242.7509,241.1,242.58,245.165,239.65,1674450000000,413335
40218444.0,243.7867,242.5,242.04,243.95,240.44,1674536400000,512442
66526641.0,237.4755,234.48,240.61,243.3,230.9,1674622800000,745426
33454491.0,245.411,243.65,248.0,248.31,242.0,1674709200000,401891
26498939.0,248.3935,248.99,248.16,249.83,246.83,1674795600000,336282
25867365.0,243.2164,244.51,242.71,245.6,242.2,1675054800000,308895
26541072.0,246.5374,243.45,247.81,247.95,242.945,1675141200000,256082
31259912.0,250.3172,248.0,252.75,255.18,245.47,1675227600000,386960
39931837.0,261.6241,258.82,264.6,264.69,257.25,1675314000000,533818
29059256.0,259.9308,259.542,258.35,264.2,257.1,1675400400000,408058
22517997.0,256.76,257.44,256.77,258.3,254.78,1675659600000,276674
50841365.0,264.6898,260.53,267.56,268.775,260.08,1675746000000,618791
54674349.0,270.3434,273.2,266.73,276.76,266.21,1675832400000,659530
42375102.0,267.304,273.8,263.62,273.98,262.8,1675918800000,472027
25808489.0,262.4025,261.53,263.1,264.09,260.662,1676005200000,334145
44614921.0,271.4438,267.64,271.32,274.6,267.15,1676264400000,499425
37047924.0,272.0367,272.67,272.17,274.97,269.28,1676350800000,471699
28962163.0,268.4251,268.32,269.32,270.73,266.18,1676437200000,370701
29529391.0,264.1021,264.02,262.15,266.74,261.9,1676523600000,389910
29998205.0,257.6854,259.39,258.06,260.09,256.0,1676610000000,392723
28372844.0,253.0254,254.48,252.67,255.49,251.59,1676955600000,341324
22491056.0,252.2065,254.09,251.51,254.34,250.34,1677042000000,276380
29219095.0,253.9406,255.56,254.77,256.84,250.48,1677128400000,366248
24860205.0,249.4099,249.96,249.22,251.0,248.1,1677214800000,339809
21184867.0,250.4964,252.46,250.16,252.82,249.39,1677474000000,267766
22490950.0,249.7791,249.07,249.42,251.49,248.73,1677560400000,250572
27530059.0,247.4368,250.76,246.27,250.93,245.79,1677646800000,331723
24795896.0,248.8533,246.55,251.11,251.4,245.61,1677733200000,317083
30760136.0,254.6492,252.19,255.29,255.62,251.39,1677819600000,326868
24099799.0,257.791,256.425,256.87,260.12,255.98,1678078800000,304174
21473179.0,254.9132,256.3,254.15,257.69,253.39,1678165200000,331543
17281277.0,252.804,254.04,253.7,254.5417,250.81,1678251600000,266009
26652187.0,255.2369,255.82,252.32,259.56,251.58,1678338000000,379554
28273930.0,249.6614,251.08,248.59,252.79,247.6,1678424400000,412570
33292721.0,253.747,247.4,253.92,257.91,245.73,1678680000000,444778
33614078.0,259.1414,256.75,260.79,261.07,255.86,1678766400000,424540
45990647.0,263.7382,259.98,265.44,266.48,259.21,1678852800000,609854
54832140.0,272.5174,265.205,276.2,276.56,263.28,1678939200000,689137
69527371.0,279.3912,278.26,279.43,283.33,276.3201,1679025600000,695574
43466649.0,272.0137,276.98,272.23,277.48,269.85,1679284800000,604272
34545504.0,272.3447,274.88,273.78,275.0,269.5191,1679371200000,425457
34871230.0,275.8227,273.4,272.29,281.04,272.18,1679457600000,486919
36610879.0,278.2622,277.94,277.66,281.06,275.2,1679544000000,447986
28199962.0,278.6135,277.24,280.57,280.63,275.28,1679630400000,391637
26840212.0,277.6231,280.5,276.38,281.4589,275.52,1679889600000,336991
21878647.0,273.8328,275.79,275.23,276.14,272.0451,1679976000000,288361
25087032.0,279.8952,278.96,280.51,281.1398,278.41,1680062400000,312671
25053410.0,283.1788,284.23,284.05,284.46,281.48,1680148800000,338299
32765976.0,286.5132,283.73,288.3,289.27,283.0,1680235200000,398970
24743342.0,286.2717,286.52,287.23,288.27,283.95,1680494400000,351148
25824299.0,287.9298,287.23,287.18,290.4499,285.67,1680580800000,351664
22064770.0,284.4017,285.85,284.34,287.15,282.92,1680667200000,315075
29770334.0,288.6584,283.21,291.6,292.08,282.03,1680753600000,391332
23095494.0,287.7271,289.208,289.39,289.6,284.71,1681099200000,320739
27011589.0,283.2909,285.75,282.83,285.98,281.64,1681185600000,397668
27392932.0,284.4641,284.79,283.49,287.01,281.96,1681272000000,392791
24212878.0,288.1325,283.59,289.84,289.9,283.17,1681358400000,319817
20982817.0,285.9764,287.0,286.14,288.48,283.69,1681444800000,325336
23836223.0,288.2686,289.93,288.8,291.6,286.16,1681704000000,327268
20129345.0,288.499,291.57,288.37,291.755,287.01,1681790400000,283384
17150271.0,287.4678,285.99,288.45,289.05,284.54,1681876800000,280116
23244363.0,286.6919,285.25,286.11,289.03,285.08,1681963200000,307055
21676387.0,285.0868,285.01,285.76,286.27,283.0608,1682049600000,312673
26611014.0,281.7132,282.09,281.77,284.95,278.72,1682308800000,420683
45759736.0,280.4904,279.51,275.42,281.6,275.37,1682395200000,616117
64542982.0,296.0297,296.7,295.37,299.57,292.73,1682481600000,870311
46462608.0,302.55,295.97,304.83,305.2,295.25,1682568000000,650723
36469613.0,306.256,304.01,307.26,308.93,303.31,1682654400000,496688
21267115.0,306.615,306.97,305.56,308.6,305.15,1682913600000,316909
26404431.0,306.093,307.76,305.41,309.18,303.91,1683000000000,393439
22360754.0,305.7745,306.62,304.4,308.61,304.09,1683086400000,352104
22519907.0,305.777,306.24,305.41,307.7626,303.4,1683172800000,311224
